age,age_real,path
1,34,/opt/ml/input/ext_data/megaage_asian/train/10326.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10327.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10328.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10329.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/10330.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10331.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/10332.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/10333.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/10334.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10335.jpg
1,44,/opt/ml/input/ext_data/megaage_asian/train/10336.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10337.jpg
2,65,/opt/ml/input/ext_data/megaage_asian/train/10338.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/10339.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10340.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10343.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/10344.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10345.jpg
2,64,/opt/ml/input/ext_data/megaage_asian/train/10347.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10349.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10350.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10351.jpg
1,55,/opt/ml/input/ext_data/megaage_asian/train/10352.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10353.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10354.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/10355.jpg
1,52,/opt/ml/input/ext_data/megaage_asian/train/10357.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10358.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10359.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10361.jpg
2,67,/opt/ml/input/ext_data/megaage_asian/train/10362.jpg
1,59,/opt/ml/input/ext_data/megaage_asian/train/10363.jpg
2,69,/opt/ml/input/ext_data/megaage_asian/train/10364.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/10365.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10366.jpg
1,43,/opt/ml/input/ext_data/megaage_asian/train/10367.jpg
1,48,/opt/ml/input/ext_data/megaage_asian/train/10368.jpg
2,64,/opt/ml/input/ext_data/megaage_asian/train/10369.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/10371.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10372.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/10374.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10375.jpg
1,55,/opt/ml/input/ext_data/megaage_asian/train/10376.jpg
1,54,/opt/ml/input/ext_data/megaage_asian/train/10378.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10379.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10380.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10381.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/10382.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10383.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10384.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10385.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10386.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10387.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10388.jpg
1,56,/opt/ml/input/ext_data/megaage_asian/train/10389.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/10390.jpg
1,45,/opt/ml/input/ext_data/megaage_asian/train/10391.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10393.jpg
2,67,/opt/ml/input/ext_data/megaage_asian/train/10394.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10395.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10396.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10397.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10398.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10400.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/10403.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/10404.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10405.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10406.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10407.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10409.jpg
1,53,/opt/ml/input/ext_data/megaage_asian/train/10410.jpg
1,43,/opt/ml/input/ext_data/megaage_asian/train/10411.jpg
1,59,/opt/ml/input/ext_data/megaage_asian/train/10412.jpg
1,50,/opt/ml/input/ext_data/megaage_asian/train/10413.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10414.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10415.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10417.jpg
2,66,/opt/ml/input/ext_data/megaage_asian/train/10418.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10419.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10422.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/10423.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/10424.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10425.jpg
2,67,/opt/ml/input/ext_data/megaage_asian/train/10426.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10427.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10428.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10429.jpg
2,66,/opt/ml/input/ext_data/megaage_asian/train/10430.jpg
2,68,/opt/ml/input/ext_data/megaage_asian/train/10431.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10432.jpg
1,52,/opt/ml/input/ext_data/megaage_asian/train/10433.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10434.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10435.jpg
1,46,/opt/ml/input/ext_data/megaage_asian/train/10436.jpg
1,50,/opt/ml/input/ext_data/megaage_asian/train/10437.jpg
1,51,/opt/ml/input/ext_data/megaage_asian/train/10438.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10439.jpg
2,61,/opt/ml/input/ext_data/megaage_asian/train/10440.jpg
2,64,/opt/ml/input/ext_data/megaage_asian/train/10441.jpg
2,69,/opt/ml/input/ext_data/megaage_asian/train/10442.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10444.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/10446.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10447.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10448.jpg
1,43,/opt/ml/input/ext_data/megaage_asian/train/10449.jpg
2,65,/opt/ml/input/ext_data/megaage_asian/train/10450.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10451.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/10452.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10455.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10456.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10457.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10458.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10459.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10460.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10461.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10462.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10463.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10464.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/10466.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/10467.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10469.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10470.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10471.jpg
1,59,/opt/ml/input/ext_data/megaage_asian/train/10473.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/10474.jpg
1,56,/opt/ml/input/ext_data/megaage_asian/train/10475.jpg
1,50,/opt/ml/input/ext_data/megaage_asian/train/10476.jpg
1,52,/opt/ml/input/ext_data/megaage_asian/train/10477.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/10478.jpg
2,64,/opt/ml/input/ext_data/megaage_asian/train/10479.jpg
1,54,/opt/ml/input/ext_data/megaage_asian/train/10480.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10482.jpg
1,56,/opt/ml/input/ext_data/megaage_asian/train/10483.jpg
2,61,/opt/ml/input/ext_data/megaage_asian/train/10484.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10486.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10487.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/10488.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/10489.jpg
1,52,/opt/ml/input/ext_data/megaage_asian/train/10490.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10491.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10492.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/10493.jpg
1,46,/opt/ml/input/ext_data/megaage_asian/train/10494.jpg
1,59,/opt/ml/input/ext_data/megaage_asian/train/10496.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10497.jpg
1,44,/opt/ml/input/ext_data/megaage_asian/train/10498.jpg
1,45,/opt/ml/input/ext_data/megaage_asian/train/10499.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10502.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10503.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/10504.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10505.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10506.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/10507.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10508.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/10509.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10510.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10511.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10512.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10514.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/10515.jpg
2,60,/opt/ml/input/ext_data/megaage_asian/train/10516.jpg
2,61,/opt/ml/input/ext_data/megaage_asian/train/10517.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/10518.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10519.jpg
1,59,/opt/ml/input/ext_data/megaage_asian/train/10520.jpg
2,66,/opt/ml/input/ext_data/megaage_asian/train/10522.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10523.jpg
1,55,/opt/ml/input/ext_data/megaage_asian/train/10524.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/10525.jpg
1,47,/opt/ml/input/ext_data/megaage_asian/train/10526.jpg
1,56,/opt/ml/input/ext_data/megaage_asian/train/10527.jpg
1,52,/opt/ml/input/ext_data/megaage_asian/train/10528.jpg
1,47,/opt/ml/input/ext_data/megaage_asian/train/10529.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10530.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/10532.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/10533.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10534.jpg
1,48,/opt/ml/input/ext_data/megaage_asian/train/10536.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/10537.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10538.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10539.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/10540.jpg
1,48,/opt/ml/input/ext_data/megaage_asian/train/10542.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10543.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10544.jpg
2,62,/opt/ml/input/ext_data/megaage_asian/train/10545.jpg
1,43,/opt/ml/input/ext_data/megaage_asian/train/10546.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10548.jpg
1,55,/opt/ml/input/ext_data/megaage_asian/train/10550.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10551.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10552.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10553.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/10554.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10555.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10556.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10557.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10558.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10560.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10562.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/10563.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10564.jpg
1,55,/opt/ml/input/ext_data/megaage_asian/train/10565.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10566.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/10568.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10569.jpg
2,65,/opt/ml/input/ext_data/megaage_asian/train/10571.jpg
2,60,/opt/ml/input/ext_data/megaage_asian/train/10573.jpg
1,51,/opt/ml/input/ext_data/megaage_asian/train/10575.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10576.jpg
2,65,/opt/ml/input/ext_data/megaage_asian/train/10577.jpg
1,54,/opt/ml/input/ext_data/megaage_asian/train/10578.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10579.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10580.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10581.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/10583.jpg
1,55,/opt/ml/input/ext_data/megaage_asian/train/10584.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/10585.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10586.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10587.jpg
1,51,/opt/ml/input/ext_data/megaage_asian/train/10589.jpg
1,43,/opt/ml/input/ext_data/megaage_asian/train/10591.jpg
1,43,/opt/ml/input/ext_data/megaage_asian/train/10594.jpg
1,43,/opt/ml/input/ext_data/megaage_asian/train/10595.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/10596.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10597.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10598.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/10599.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/10600.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10601.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10602.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10603.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10604.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/10605.jpg
1,51,/opt/ml/input/ext_data/megaage_asian/train/10606.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10608.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10609.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10610.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10611.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10612.jpg
1,44,/opt/ml/input/ext_data/megaage_asian/train/10613.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10614.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10616.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10617.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/10618.jpg
1,55,/opt/ml/input/ext_data/megaage_asian/train/10619.jpg
2,60,/opt/ml/input/ext_data/megaage_asian/train/10620.jpg
1,54,/opt/ml/input/ext_data/megaage_asian/train/10621.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10622.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/10623.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/10624.jpg
2,66,/opt/ml/input/ext_data/megaage_asian/train/10625.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10627.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/10628.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/10630.jpg
1,55,/opt/ml/input/ext_data/megaage_asian/train/10631.jpg
1,53,/opt/ml/input/ext_data/megaage_asian/train/10632.jpg
1,48,/opt/ml/input/ext_data/megaage_asian/train/10633.jpg
1,35,/opt/ml/input/ext_data/megaage_asian/train/10634.jpg
1,50,/opt/ml/input/ext_data/megaage_asian/train/10635.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10636.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10638.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10639.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/10641.jpg
2,64,/opt/ml/input/ext_data/megaage_asian/train/10643.jpg
1,47,/opt/ml/input/ext_data/megaage_asian/train/10644.jpg
1,47,/opt/ml/input/ext_data/megaage_asian/train/10645.jpg
2,69,/opt/ml/input/ext_data/megaage_asian/train/10646.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10647.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/10648.jpg
2,67,/opt/ml/input/ext_data/megaage_asian/train/10649.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/10650.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10651.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10653.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/10654.jpg
1,45,/opt/ml/input/ext_data/megaage_asian/train/10655.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10656.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10657.jpg
1,50,/opt/ml/input/ext_data/megaage_asian/train/10658.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10660.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10661.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10662.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/10663.jpg
1,44,/opt/ml/input/ext_data/megaage_asian/train/10664.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10665.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10666.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/10667.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10668.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10669.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10670.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10671.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10672.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/10673.jpg
1,46,/opt/ml/input/ext_data/megaage_asian/train/10674.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10676.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10677.jpg
1,50,/opt/ml/input/ext_data/megaage_asian/train/10678.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10679.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10681.jpg
1,48,/opt/ml/input/ext_data/megaage_asian/train/10682.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10683.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10684.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10685.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10686.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10688.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10689.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/10690.jpg
1,41,/opt/ml/input/ext_data/megaage_asian/train/10694.jpg
2,69,/opt/ml/input/ext_data/megaage_asian/train/10695.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/10696.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/10697.jpg
1,52,/opt/ml/input/ext_data/megaage_asian/train/10699.jpg
2,67,/opt/ml/input/ext_data/megaage_asian/train/10700.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10701.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10702.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10703.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/10704.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/10705.jpg
1,56,/opt/ml/input/ext_data/megaage_asian/train/10706.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10708.jpg
1,44,/opt/ml/input/ext_data/megaage_asian/train/10709.jpg
1,54,/opt/ml/input/ext_data/megaage_asian/train/10710.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/10711.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/10712.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10713.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/10714.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10715.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10716.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10718.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10719.jpg
1,45,/opt/ml/input/ext_data/megaage_asian/train/10720.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10721.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10722.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/10724.jpg
1,49,/opt/ml/input/ext_data/megaage_asian/train/10725.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10726.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/10727.jpg
1,42,/opt/ml/input/ext_data/megaage_asian/train/10728.jpg
1,48,/opt/ml/input/ext_data/megaage_asian/train/10729.jpg
1,38,/opt/ml/input/ext_data/megaage_asian/train/10731.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10733.jpg
1,48,/opt/ml/input/ext_data/megaage_asian/train/10734.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10735.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/10736.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10737.jpg
0,19,/opt/ml/input/ext_data/megaage_asian/train/10738.jpg
0,23,/opt/ml/input/ext_data/megaage_asian/train/10739.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10740.jpg
1,51,/opt/ml/input/ext_data/megaage_asian/train/10741.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10742.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/10743.jpg
1,33,/opt/ml/input/ext_data/megaage_asian/train/10744.jpg
1,44,/opt/ml/input/ext_data/megaage_asian/train/10745.jpg
2,66,/opt/ml/input/ext_data/megaage_asian/train/10747.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10749.jpg
2,66,/opt/ml/input/ext_data/megaage_asian/train/10750.jpg
1,56,/opt/ml/input/ext_data/megaage_asian/train/10751.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10752.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/10753.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/10754.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10756.jpg
2,66,/opt/ml/input/ext_data/megaage_asian/train/10757.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10758.jpg
1,31,/opt/ml/input/ext_data/megaage_asian/train/10759.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10760.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10761.jpg
0,25,/opt/ml/input/ext_data/megaage_asian/train/10762.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/10763.jpg
0,29,/opt/ml/input/ext_data/megaage_asian/train/10764.jpg
2,67,/opt/ml/input/ext_data/megaage_asian/train/10765.jpg
1,36,/opt/ml/input/ext_data/megaage_asian/train/10766.jpg
2,69,/opt/ml/input/ext_data/megaage_asian/train/10768.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10769.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/10770.jpg
1,45,/opt/ml/input/ext_data/megaage_asian/train/10771.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10772.jpg
1,53,/opt/ml/input/ext_data/megaage_asian/train/10773.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10774.jpg
1,44,/opt/ml/input/ext_data/megaage_asian/train/10775.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10776.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10777.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10778.jpg
1,40,/opt/ml/input/ext_data/megaage_asian/train/10781.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10782.jpg
0,21,/opt/ml/input/ext_data/megaage_asian/train/10784.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/10785.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10786.jpg
1,43,/opt/ml/input/ext_data/megaage_asian/train/10787.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/10788.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10789.jpg
1,34,/opt/ml/input/ext_data/megaage_asian/train/10790.jpg
0,26,/opt/ml/input/ext_data/megaage_asian/train/10791.jpg
0,27,/opt/ml/input/ext_data/megaage_asian/train/10792.jpg
1,37,/opt/ml/input/ext_data/megaage_asian/train/10793.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10794.jpg
1,39,/opt/ml/input/ext_data/megaage_asian/train/10795.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10796.jpg
1,57,/opt/ml/input/ext_data/megaage_asian/train/10797.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10798.jpg
1,30,/opt/ml/input/ext_data/megaage_asian/train/10799.jpg
0,22,/opt/ml/input/ext_data/megaage_asian/train/10801.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10802.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/10803.jpg
0,20,/opt/ml/input/ext_data/megaage_asian/train/10804.jpg
1,54,/opt/ml/input/ext_data/megaage_asian/train/10805.jpg
0,28,/opt/ml/input/ext_data/megaage_asian/train/10806.jpg
0,24,/opt/ml/input/ext_data/megaage_asian/train/10807.jpg
1,32,/opt/ml/input/ext_data/megaage_asian/train/10808.jpg
2,68,/opt/ml/input/ext_data/megaage_asian/train/10809.jpg
0,18,/opt/ml/input/ext_data/megaage_asian/train/10810.jpg
1,52,/opt/ml/input/ext_data/megaage_asian/train/10812.jpg
2,66,/opt/ml/input/ext_data/megaage_asian/train/10813.jpg
